3-Opponent Starting Hand Analysis

Rank,Opponents,Faces,Type,Card1,Card2,Hash,Label,WinOrDraw,Lose,Total,CoinFlip,WinOrDrawPercent,CoinFlipDeltaPercent
30,3,KT,offsuit,8,24,440,Ts Kh,87841218370737,171020191513263,258861409884000,64715352471000,33.93,8.93
31,3,A5,suited,3,12,168,5s As,87704167206186,171157242677814,258861409884000,64715352471000,33.88,8.88
32,3,Q9,suited,7,10,374,9s Qs,86495579021991,172365830862009,258861409884000,64715352471000,33.41,8.41
33,3,A6,suited,4,12,220,6s As,86234941213446,172626468670554,258861409884000,64715352471000,33.31,8.31
34,3,A4,suited,2,12,116,4s As,85640882499987,173220527384013,258861409884000,64715352471000,33.08,8.08
35,3,QT,offsuit,8,23,439,Ts Qh,85006425013703,173854984870297,258861409884000,64715352471000,32.83,7.83
36,3,A9,offsuit,7,25,389,9s Ah,84875201520915,173986208363085,258861409884000,64715352471000,32.78,7.78
37,3,J9,suited,7,9,373,9s Js,84870147147702,173991262736298,258861409884000,64715352471000,32.78,7.78
38,3,T9,suited,7,8,372,9s Ts,84244906569600,174616503314400,258861409884000,64715352471000,32.54,7.54
39,3,K8,suited,6,11,323,8s Ks,84106818196398,174754591687602,258861409884000,64715352471000,32.49,7.49
40,3,A3,suited,1,12,64,3s As,83603185509003,175258224374997,258861409884000,64715352471000,32.29,7.29
41,3,JT,offsuit,8,22,438,Ts Jh,83455437984550,175405971899450,258861409884000,64715352471000,32.23,7.23
42,3,66,pair,4,17,225,6s 6h,82982576054744,175878833829256,258861409884000,64715352471000,32.05,7.05
43,3,A8,offsuit,6,25,337,8s Ah,82393072725212,176468337158788,258861409884000,64715352471000,31.82,6.82
44,3,K7,suited,5,11,271,7s Ks,82256896538739,176604513345261,258861409884000,64715352471000,31.77,6.77
45,3,A2,suited,0,12,12,2s As,81410027584704,177451382299296,258861409884000,64715352471000,31.44,6.44
46,3,Q8,suited,6,10,322,8s Qs,81210103249227,177651306634773,258861409884000,64715352471000,31.37,6.37
47,3,K9,offsuit,7,24,388,9s Kh,80572759300475,178288650583525,258861409884000,64715352471000,31.12,6.12
48,3,K6,suited,4,11,219,6s Ks,80154021049368,178707388834632,258861409884000,64715352471000,30.96,5.96
49,3,A7,offsuit,5,25,285,7s Ah,79721339979056,179140069904944,258861409884000,64715352471000,30.79,5.79
50,3,J8,suited,6,9,321,8s Js,79614558557745,179246851326255,258861409884000,64715352471000,30.75,5.75
51,3,T8,suited,6,8,320,8s Ts,79028540489550,179832869394450,258861409884000,64715352471000,30.52,5.52
52,3,K5,suited,3,11,167,5s Ks,78324180510384,180537229373616,258861409884000,64715352471000,30.25,5.25
53,3,A5,offsuit,3,25,181,5s Ah,78295064939332,180566344944668,258861409884000,64715352471000,30.24,5.24
54,3,98,suited,6,7,319,8s 9s,77855037637254,181006372246746,258861409884000,64715352471000,30.07,5.07
55,3,Q9,offsuit,7,23,387,9s Qh,77762380536470,181099029347530,258861409884000,64715352471000,30.04,5.04
56,3,A6,offsuit,4,25,233,6s Ah,76758238524084,182103171359916,258861409884000,64715352471000,29.65,4.65
57,3,K4,suited,2,11,115,4s Ks,76373363316418,182488046567582,258861409884000,64715352471000,29.5,4.5
58,3,55,pair,3,16,172,5s 5h,76272809083128,182588600800872,258861409884000,64715352471000,29.46,4.46
59,3,Q7,suited,5,10,270,7s Qs,76265760102960,182595649781040,258861409884000,64715352471000,29.46,4.46
60,3,J9,offsuit,7,22,386,9s Jh,76256241325607,182605168558393,258861409884000,64715352471000,29.45,4.45
61,3,A4,offsuit,2,25,129,4s Ah,76011900096085,182849509787915,258861409884000,64715352471000,29.36,4.36
62,3,T9,offsuit,7,21,385,9s Th,75786586630601,183074823253399,258861409884000,64715352471000,29.27,4.27
63,3,K8,offsuit,6,24,336,8s Kh,74877988149386,183983421734614,258861409884000,64715352471000,28.92,3.92
64,3,Q6,suited,4,10,218,6s Qs,74720228583810,184141181300190,258861409884000,64715352471000,28.86,3.86
65,3,J7,suited,5,9,269,7s Js,74615800778886,184245609105114,258861409884000,64715352471000,28.82,3.82
66,3,K3,suited,1,11,63,3s Ks,74493115324256,184368294559744,258861409884000,64715352471000,28.77,3.77
67,3,T7,suited,5,8,268,7s Ts,74039449909482,184821959974518,258861409884000,64715352471000,28.6,3.6
68,3,A3,offsuit,1,25,77,3s Ah,73763355873677,185098054010323,258861409884000,64715352471000,28.49,3.49
69,3,97,suited,5,7,267,7s 9s,73301115435333,185560294448667,258861409884000,64715352471000,28.31,3.31
70,3,87,suited,5,6,266,7s 8s,73207653052203,185653756831797,258861409884000,64715352471000,28.28,3.28
71,3,Q5,suited,3,10,166,5s Qs,72924669608202,185936740275798,258861409884000,64715352471000,28.17,3.17
72,3,K7,offsuit,5,24,284,7s Kh,72839206970103,186022202913897,258861409884000,64715352471000,28.13,3.13
73,3,K2,suited,0,11,11,2s Ks,72647641445463,186213768438537,258861409884000,64715352471000,28.06,3.06
74,3,Q8,offsuit,6,23,335,8s Qh,72046275637993,186815134246007,258861409884000,64715352471000,27.83,2.83
75,3,A2,offsuit,0,25,25,2s Ah,71354382858849,187507027025151,258861409884000,64715352471000,27.56,2.56
76,3,Q4,suited,2,10,114,4s Qs,71023323098305,187838086785695,258861409884000,64715352471000,27.43,2.43
77,3,J8,offsuit,6,22,334,8s Jh,70571607626752,188289802257248,258861409884000,64715352471000,27.26,2.26
78,3,K6,offsuit,4,24,232,6s Kh,70533633723434,188327776160566,258861409884000,64715352471000,27.24,2.24
79,3,T8,offsuit,6,21,333,8s Th,70144391192309,188717018691691,258861409884000,64715352471000,27.09,2.09
80,3,J6,suited,4,9,217,6s Js,69943368620010,188918041263990,258861409884000,64715352471000,27.01,2.01
81,3,44,pair,2,15,119,4s 4h,69552455282846,189308954601154,258861409884000,64715352471000,26.86,1.86
82,3,T6,suited,4,8,216,6s Ts,69284942073483,189576467810517,258861409884000,64715352471000,26.76,1.76
83,3,76,suited,4,5,213,6s 7s,69194363149224,189667046734776,258861409884000,64715352471000,26.73,1.73
84,3,Q3,suited,1,10,62,3s Qs,69178366939289,189683042944711,258861409884000,64715352471000,26.72,1.72
85,3,98,offsuit,6,20,332,8s 9h,69015049887040,189846359996960,258861409884000,64715352471000,26.66,1.66
86,3,86,suited,4,6,214,6s 8s,68874627555369,189986782328631,258861409884000,64715352471000,26.6,1.6
87,3,J5,suited,3,9,165,5s Js,68663309397426,190198100486574,258861409884000,64715352471000,26.52,1.52
88,3,96,suited,4,7,215,6s 9s,68644489994043,190216919889957,258861409884000,64715352471000,26.51,1.51
89,3,K5,offsuit,3,24,180,5s Kh,68530910068177,190330499815823,258861409884000,64715352471000,26.47,1.47
90,3,Q2,suited,0,10,10,2s Qs,67365844204485,191495565679515,258861409884000,64715352471000,26.02,1.02
91,3,J4,suited,2,9,113,4s Js,66804932437368,192056477446632,258861409884000,64715352471000,25.8,0.8
92,3,Q7,offsuit,5,23,283,7s Qh,66702760556686,192158649327314,258861409884000,64715352471000,25.76,0.76
93,3,K4,offsuit,2,24,128,4s Kh,66368699070406,192492710813594,258861409884000,64715352471000,25.63,0.63
94,3,65,suited,3,4,160,5s 6s,65671959033708,193189450850292,258861409884000,64715352471000,25.36,0.36
95,3,J7,offsuit,5,22,282,7s Jh,65169508244643,193691901639357,258861409884000,64715352471000,25.17,0.17
96,3,75,suited,3,5,161,5s 7s,65065550606178,193795859277822,258861409884000,64715352471000,25.13,0.13
97,3,Q6,offsuit,4,23,231,6s Qh,64994975101160,193866434782840,258861409884000,64715352471000,25.1,0.1
98,3,J3,suited,1,9,61,3s Js,64990641324903,193870768559097,258861409884000,64715352471000,25.1,0.1
99,3,T5,suited,3,8,164,5s Ts,64866532224921,193994877659079,258861409884000,64715352471000,25.05,0.05
100,3,T7,offsuit,5,21,281,7s Th,64752250902961,194109158981039,258861409884000,64715352471000,25.01,0.01
101,3,85,suited,3,6,162,5s 8s,64430648124711,194430761759289,258861409884000,64715352471000,24.89,-0.1
102,3,K3,offsuit,1,24,76,3s Kh,64290461446414,194570948437586,258861409884000,64715352471000,24.83,-0.16
103,3,95,suited,3,7,163,5s 9s,64132315434027,194729094449973,258861409884000,64715352471000,24.77,-0.22
104,3,87,offsuit,5,19,279,7s 8h,64105794233968,194755615650032,258861409884000,64715352471000,24.76,-0.23
105,3,97,offsuit,5,20,280,7s 9h,64093164582640,194768245301360,258861409884000,64715352471000,24.75,-0.24
106,3,33,pair,1,14,66,3s 3h,63548047555966,195313362328034,258861409884000,64715352471000,24.54,-0.45
107,3,T4,suited,2,8,112,4s Ts,63513147210804,195348262673196,258861409884000,64715352471000,24.53,-0.46
108,3,J2,suited,0,9,9,2s Js,63206602915887,195654806968113,258861409884000,64715352471000,24.41,-0.58
109,3,Q5,offsuit,3,23,179,5s Qh,63028525686748,195832884197252,258861409884000,64715352471000,24.34,-0.65
110,3,54,suited,2,3,107,4s 5s,63010250961924,195851158922076,258861409884000,64715352471000,24.34,-0.65
111,3,K2,offsuit,0,24,24,2s Kh,62258011871572,196603398012428,258861409884000,64715352471000,24.05,-0.94
112,3,T3,suited,1,8,60,3s Ts,61727338299795,197134071584205,258861409884000,64715352471000,23.84,-1.15
113,3,64,suited,2,4,108,4s 6s,61477945555272,197383464328728,258861409884000,64715352471000,23.74,-1.25
114,3,Q4,offsuit,2,23,127,4s Qh,60919942330824,197941467553176,258861409884000,64715352471000,23.53,-1.46
115,3,74,suited,2,5,109,4s 7s,60544189885314,198317219998686,258861409884000,64715352471000,23.38,-1.61
116,3,J6,offsuit,4,22,230,6s Jh,60124267296811,198737142587189,258861409884000,64715352471000,23.22,-1.77
117,3,T2,suited,0,8,8,2s Ts,59968828769316,198892581114684,258861409884000,64715352471000,23.16,-1.83
118,3,76,offsuit,4,18,226,6s 7h,59855846325313,199005563558687,258861409884000,64715352471000,23.12,-1.87
119,3,84,suited,2,6,110,4s 8s,59849623388430,199011786495570,258861409884000,64715352471000,23.12,-1.87
120,3,94,suited,2,7,111,4s 9s,59666255480979,199195154403021,258861409884000,64715352471000,23.04,-1.95
121,3,T6,offsuit,4,21,229,6s Th,59619064839253,199242345044747,258861409884000,64715352471000,23.03,-1.96
122,3,86,offsuit,4,19,227,6s 8h,59427640496353,199433769387647,258861409884000,64715352471000,22.95,-2.04
123,3,96,offsuit,4,20,228,6s 9h,59065925845821,199795484038179,258861409884000,64715352471000,22.81,-2.18
124,3,Q3,offsuit,1,23,75,3s Qh,58880167112688,199981242771312,258861409884000,64715352471000,22.74,-2.25
125,3,53,suited,1,3,55,3s 5s,58876130257959,199985279626041,258861409884000,64715352471000,22.74,-2.25
126,3,J5,offsuit,3,22,178,5s Jh,58710353729921,200151056154079,258861409884000,64715352471000,22.68,-2.31
127,3,93,suited,1,7,59,3s 9s,58367850886539,200493558997461,258861409884000,64715352471000,22.54,-2.45
128,3,22,pair,0,13,13,2s 2h,58264497218048,200596912665952,258861409884000,64715352471000,22.5,-2.49
129,3,63,suited,1,4,56,3s 6s,57012902462877,201848507421123,258861409884000,64715352471000,22.02,-2.97
130,3,Q2,offsuit,0,23,23,2s Qh,56883753988362,201977655895638,258861409884000,64715352471000,21.97,-3.02
131,3,43,suited,1,2,54,3s 4s,56713418266287,202147991617713,258861409884000,64715352471000,21.9,-3.09
132,3,J4,offsuit,2,22,126,4s Jh,56647950290734,202213459593266,258861409884000,64715352471000,21.88,-3.11
133,3,92,suited,0,7,7,2s 9s,56636962789311,202224447094689,258861409884000,64715352471000,21.87,-3.12
134,3,65,offsuit,3,17,173,5s 6h,56116768146022,202744641737978,258861409884000,64715352471000,21.67,-3.32
135,3,73,suited,1,5,57,3s 7s,56027785961307,202833623922693,258861409884000,64715352471000,21.64,-3.35
136,3,83,suited,1,6,58,3s 8s,55465775541366,203395634342634,258861409884000,64715352471000,21.42,-3.57
137,3,75,offsuit,3,18,174,5s 7h,55407489855703,203453920028297,258861409884000,64715352471000,21.4,-3.59
138,3,T5,offsuit,3,21,177,5s Th,54857244804974,204004165079026,258861409884000,64715352471000,21.19,-3.8
139,3,J3,offsuit,1,22,74,3s Jh,54641187621147,204220222262853,258861409884000,64715352471000,21.1,-3.89
140,3,85,offsuit,3,19,175,5s 8h,54639585422238,204221824461762,258861409884000,64715352471000,21.1,-3.89
141,3,52,suited,0,3,3,2s 5s,54455023593408,204406386290592,258861409884000,64715352471000,21.03,-3.96
142,3,82,suited,0,6,6,2s 8s,54208367105853,204653042778147,258861409884000,64715352471000,20.94,-4.05
143,3,95,offsuit,3,20,176,5s 9h,54204018167238,204657391716762,258861409884000,64715352471000,20.93,-4.06
144,3,T4,offsuit,2,21,125,4s Th,53336643885243,205524765998757,258861409884000,64715352471000,20.6,-4.39
145,3,54,offsuit,2,16,120,4s 5h,53262540423613,205598869460387,258861409884000,64715352471000,20.57,-4.42
146,3,J2,offsuit,0,22,22,2s Jh,52675502934861,206185906949139,258861409884000,64715352471000,20.34,-4.65
147,3,42,suited,0,2,2,2s 4s,52625575330785,206235834553215,258861409884000,64715352471000,20.32,-4.67
148,3,62,suited,0,4,4,2s 6s,52553090955060,206308318928940,258861409884000,64715352471000,20.3,-4.69
149,3,72,suited,0,5,5,2s 7s,51710235384648,207151174499352,258861409884000,64715352471000,19.97,-5.02
150,3,64,offsuit,2,17,121,4s 6h,51573391440147,207288018443853,258861409884000,64715352471000,19.92,-5.07
151,3,T3,offsuit,1,21,73,3s Th,51360250410140,207501159473860,258861409884000,64715352471000,19.84,-5.15
152,3,32,suited,0,1,1,2s 3s,50523040856802,208338369027198,258861409884000,64715352471000,19.51,-5.48
153,3,74,offsuit,2,18,122,4s 7h,50511863748427,208349546135573,258861409884000,64715352471000,19.51,-5.48
154,3,84,offsuit,2,19,123,4s 8h,49678830046146,209182579837854,258861409884000,64715352471000,19.19,-5.8
155,3,T2,offsuit,0,21,21,2s Th,49421792876482,209439617007518,258861409884000,64715352471000,19.09,-5.9
156,3,94,offsuit,2,20,124,4s 9h,49365234014557,209496175869443,258861409884000,64715352471000,19.07,-5.92
157,3,53,offsuit,1,16,68,3s 5h,48793174284660,210068235599340,258861409884000,64715352471000,18.84,-6.15
158,3,93,offsuit,1,20,72,3s 9h,47911531400846,210949878483154,258861409884000,64715352471000,18.5,-6.49
159,3,63,offsuit,1,17,69,3s 6h,46748060209029,212113349674971,258861409884000,64715352471000,18.05,-6.94
160,3,43,offsuit,1,15,67,3s 4h,46487395776490,212374014107510,258861409884000,64715352471000,17.95,-7.04
161,3,92,offsuit,0,20,20,2s 9h,46002266918329,212859142965671,258861409884000,64715352471000,17.77,-7.22
162,3,73,offsuit,1,18,70,3s 7h,45630135730774,213231274153226,258861409884000,64715352471000,17.62,-7.37
163,3,83,offsuit,1,19,71,3s 8h,44937563866615,213923846017385,258861409884000,64715352471000,17.35,-7.64
164,3,52,offsuit,0,16,16,2s 5h,44024694695097,214836715188903,258861409884000,64715352471000,17,-7.99
165,3,82,offsuit,0,19,19,2s 8h,43536016754324,215325393129676,258861409884000,64715352471000,16.81,-8.18
166,3,42,offsuit,0,15,15,2s 4h,42077311240405,216784098643595,258861409884000,64715352471000,16.25,-8.74
167,3,62,offsuit,0,17,17,2s 6h,41936519486510,216924890397490,258861409884000,64715352471000,16.2,-8.79
168,3,72,offsuit,0,18,18,2s 7h,40969202132569,217892207751431,258861409884000,64715352471000,15.82,-9.17
169,3,32,offsuit,0,14,14,2s 3h,39815496352037,219045913531963,258861409884000,64715352471000,15.38,-9.61
