0,13,2s 2h,8723906558245698,39230169622765302,47954076181011000
0,1,2s 3s,7737789748793100,40216286432217900,47954076181011000
0,2,2s 4s,8085241006676394,39868835174334606,47954076181011000
0,3,2s 5s,8373181920352674,39580894260658326,47954076181011000
0,4,2s 6s,7996526969501979,39957549211509021,47954076181011000
0,5,2s 7s,7820215427184828,40133860753826172,47954076181011000
0,6,2s 8s,8185757549123133,39768318631887867,47954076181011000
0,7,2s 9s,8553961365854403,39400114815156597,47954076181011000
0,8,2s Ts,9098927144964369,38855149036046631,47954076181011000
0,9,2s Js,9578381400097320,38375694780913680,47954076181011000
0,10,2s Qs,10211477837237205,37742598343773795,47954076181011000
0,11,2s Ks,11041879240285872,36912196940725128,47954076181011000
0,12,2s As,12455090236754985,35498985944256015,47954076181011000
0,14,2s 3h,5753943233905770,42200132947105230,47954076181011000
1,14,3s 3h,9351186579231948,38602889601779052,47954076181011000
1,2,3s 4s,8742499460820066,39211576720190934,47954076181011000
1,3,3s 5s,9106492424618286,38847583756392714,47954076181011000
1,4,3s 6s,8734729136279940,39219347044731060,47954076181011000
1,5,3s 7s,8517906234371976,39436169946639024,47954076181011000
1,6,3s 8s,8385119328698235,39568956852312765,47954076181011000
1,7,3s 9s,8814570648723135,39139505532287865,47954076181011000
1,8,3s Ts,9364159102915878,38589917078095122,47954076181011000
1,9,3s Js,9848041181216124,38106034999794876,47954076181011000
1,10,3s Qs,10485771714984345,37468304466026655,47954076181011000
1,11,3s Ks,11321017644444435,36633058536566565,47954076181011000
1,12,3s As,12811130766333345,35142945414677655,47954076181011000
0,15,2s 4h,6129313464821919,41824762716189081,47954076181011000
1,15,3s 4h,6838362930117054,41115713250893946,47954076181011000
2,15,4s 4h,10113506104491768,37840570076519232,47954076181011000
2,3,4s 5s,9777231378775191,38176844802235809,47954076181011000
2,4,4s 6s,9478953769692414,38475122411318586,47954076181011000
2,5,4s 7s,9270672716438163,38683403464572837,47954076181011000
2,6,4s 8s,9099989846220243,38854086334790757,47954076181011000
2,7,4s 9s,9024756886396191,38929319294614809,47954076181011000
2,8,4s Ts,9638488004395200,38315588176615800,47954076181011000
2,9,4s Js,10127111377735140,37826964803275860,47954076181011000
2,10,4s Qs,10769857413468696,37184218767542304,47954076181011000
2,11,4s Ks,11610410913694305,36343665267316695,47954076181011000
2,12,4s As,13132938379433790,34821137801577210,47954076181011000
0,16,2s 5h,6435702636653949,41518373544357051,47954076181011000
1,16,3s 5h,7226537553448992,40727538627562008,47954076181011000
2,16,4s 5h,7952174631197205,40001901549813795,47954076181011000
3,16,5s 5h,11015823657031908,36938252523979092,47954076181011000
3,4,5s 6s,10162841703010056,37791234478000944,47954076181011000
3,5,5s 7s,10028152329206328,37925923851804672,47954076181011000
3,6,5s 8s,9868138508641533,38085937672369467,47954076181011000
3,7,5s 9s,9758945747631927,38195130433379073,47954076181011000
3,8,5s Ts,9859943370467553,38094132810543447,47954076181011000
3,9,5s Js,10416152152811367,37537924028199633,47954076181011000
3,10,5s Qs,11065595801486844,36888480379524156,47954076181011000
3,11,5s Ks,11913598284986292,36040477896024708,47954076181011000
3,12,5s As,13456668489185724,34497407691825276,47954076181011000
0,17,2s 6h,6023113894691493,41930962286319507,47954076181011000
1,17,3s 6h,6819636848186475,41134439332824525,47954076181011000
2,17,4s 6h,7624367034050013,40329709146960987,47954076181011000
3,17,5s 6h,8366502940540101,39587573240470899,47954076181011000
